type,subtype,connotation,gender,word
adjective,,toxic,n,mongool
adjective,,toxic,n,shit
adjective,,toxic,n,smerig
adjective,,toxic,n,smerige
adjective,,toxic,n,tyfus
adjective,,toxic,n,verneukt
adjective,,toxic,n,verneukte
adjective,,toxic,n,verrot
adjective,,toxic,n,verschrikkelijk
adjective,,toxic,n,verschrikkelijke
adjective,,toxic,n,vies
adjective,,toxic,n,vreselijk
adjective,,toxic,n,walgelijk
adjective,,toxic,n,weerzinwekkend
adjective,,toxic,n,weerzinwekkende
identity,age,neutral,m,ouwe
identity,age,neutral,n,bejaarde
identity,age,neutral,n,broekie
identity,age,neutral,n,zuigeling
identity,age,neutral,f,moeder
identity,age,neutral,f,oma
identity,age,neutral,m,opa
identity,age,neutral,m,vader
identity,age,neutral,n,baby
identity,age,neutral,n,bejaard
identity,age,neutral,n,dreumes
identity,age,neutral,n,generatie z
identity,age,neutral,n,gepensioneerde
identity,age,neutral,n,jong
identity,age,neutral,n,jonge
identity,age,neutral,n,jonger
identity,age,neutral,n,jongere
identity,age,neutral,n,junior
identity,age,neutral,n,kind
identity,age,neutral,n,kleuter
identity,age,neutral,n,middelbare leeftijd
identity,age,neutral,n,millennial
identity,age,neutral,n,op leeftijd
identity,age,neutral,n,oud
identity,age,neutral,n,oude
identity,age,neutral,n,ouder
identity,age,neutral,n,oudere
identity,age,neutral,n,peuter
identity,age,neutral,n,puber
identity,age,neutral,n,senior
identity,age,neutral,n,tiener
identity,age,neutral,n,twintiger
identity,age,neutral,n,van middelbare leeftijd
identity,age,neutral,n,volwassen
identity,disability,neutral,n,blinde
identity,disability,neutral,n,gehandicapte
identity,disability,neutral,n,hulpbehoevende
identity,disability,neutral,n,autistisch
identity,disability,neutral,n,autistische
identity,disability,neutral,n,blind
identity,disability,neutral,n,dement
identity,disability,neutral,n,dementerend
identity,disability,neutral,n,doof
identity,disability,neutral,n,doofblind
identity,disability,neutral,n,dove
identity,disability,neutral,n,fysiek beperkt
identity,disability,neutral,n,fysiek beperkte
identity,disability,neutral,n,fysiek gehandicapt
identity,disability,neutral,n,fysiek gehandicapte
identity,disability,neutral,n,gehandicapt
identity,disability,neutral,n,invalide
identity,disability,neutral,n,kleurenblind
identity,disability,neutral,n,meervoudig beperkt
identity,disability,neutral,n,mindervalide
identity,disability,neutral,n,quadriplegisch
identity,disability,neutral,n,schizofreen
identity,disability,neutral,n,slechthorend
identity,disability,neutral,n,slechthorende
identity,disability,neutral,n,slechtziend
identity,disability,neutral,n,slechtziende
identity,disability,neutral,n,stom
identity,disability,neutral,n,stomme
identity,disability,neutral,n,stotteraar
identity,disability,neutral,n,stotterend
identity,disability,neutral,n,verlamd
identity,disability,neutral,n,verlamde
identity,disability,neutral,n,verstandelijk beperkt
identity,disability,neutral,n,verstandelijk beperkte
identity,disability,neutral,n,verstandelijk gehandicapt
identity,disability,neutral,n,verstandelijk gehandicapte
identity,disability,toxic,n,achterlijke
identity,disability,toxic,n,josti
identity,ethnicity,neutral,f,afrikaanse
identity,ethnicity,neutral,m,afrikaan
identity,ethnicity,neutral,m,belg
identity,ethnicity,neutral,m,marokkaan
identity,ethnicity,neutral,m,turk
identity,ethnicity,neutral,f,duitser
identity,ethnicity,neutral,m,deen
identity,ethnicity,neutral,m,engelsman
identity,ethnicity,neutral,m,fin
identity,ethnicity,neutral,m,noor
identity,ethnicity,neutral,n,afrikaans
identity,ethnicity,neutral,n,afrikaansamerikaans
identity,ethnicity,neutral,n,allochtoon
identity,ethnicity,neutral,n,amerikaans
identity,ethnicity,neutral,n,amerikaanse
identity,ethnicity,neutral,n,antilliaans
identity,ethnicity,neutral,n,autochtoon
identity,ethnicity,neutral,n,aziatisch
identity,ethnicity,neutral,n,aziatische
identity,ethnicity,neutral,n,blank
identity,ethnicity,neutral,n,blanke
identity,ethnicity,neutral,n,chinees
identity,ethnicity,neutral,n,chinese
identity,ethnicity,neutral,n,duits
identity,ethnicity,neutral,n,duitse
identity,ethnicity,neutral,n,europees
identity,ethnicity,neutral,n,europese
identity,ethnicity,neutral,n,gekleurd
identity,ethnicity,neutral,n,gekleurde
identity,ethnicity,neutral,n,indisch
identity,ethnicity,neutral,n,indische
identity,ethnicity,neutral,n,japans
identity,ethnicity,neutral,n,japanse
identity,ethnicity,neutral,n,koreaans
identity,ethnicity,neutral,n,koreaanse
identity,ethnicity,neutral,n,latijnsamerikaans
identity,ethnicity,neutral,n,latijnsamerikaanse
identity,ethnicity,neutral,n,latina
identity,ethnicity,neutral,n,latino
identity,ethnicity,neutral,n,marokkaans
identity,ethnicity,neutral,n,nietwesters
identity,ethnicity,neutral,n,pools
identity,ethnicity,neutral,n,surinaams
identity,ethnicity,neutral,n,turks
identity,ethnicity,neutral,n,westers
identity,ethnicity,neutral,n,zwart
identity,ethnicity,neutral,n,zwarte
identity,ethnicity,toxic,n,halfbloed
identity,ethnicity,toxic,n,mof
identity,ethnicity,toxic,n,nikker
identity,gender,neutral,f,meid
identity,gender,neutral,m,gast
identity,gender,neutral,f,meisje
identity,gender,neutral,f,vrouw
identity,gender,neutral,f,vrouwelijk
identity,gender,neutral,f,vrouwelijke
identity,gender,neutral,m,jongen
identity,gender,neutral,m,man
identity,gender,neutral,m,mannelijk
identity,gender,neutral,m,mannelijke
identity,gender,neutral,n,agender
identity,gender,neutral,n,bigender
identity,gender,neutral,n,cis
identity,gender,neutral,n,cisgender
identity,gender,neutral,n,cisman
identity,gender,neutral,n,cisseksueel
identity,gender,neutral,n,cisvrouw
identity,gender,neutral,n,derde geslacht
identity,gender,neutral,n,genderfluïde
identity,gender,neutral,n,genderloos
identity,gender,neutral,n,genderqueer
identity,gender,neutral,n,nonbinair
identity,gender,neutral,n,nongender
identity,gender,neutral,n,polygender
identity,gender,neutral,n,trans
identity,gender,neutral,n,transgender
identity,gender,neutral,n,transseksueel
identity,gender,toxic,f,moppie
identity,locally salient axis (e.g. regional identities),neutral,n,Ajacied
identity,locally salient axis (e.g. regional identities),neutral,n,Amsterdammer
identity,locally salient axis (e.g. regional identities),neutral,n,Brabander
identity,locally salient axis (e.g. regional identities),neutral,n,Drent
identity,locally salient axis (e.g. regional identities),neutral,n,Feyenoorder
identity,locally salient axis (e.g. regional identities),neutral,n,Fries
identity,locally salient axis (e.g. regional identities),neutral,n,Groninger
identity,locally salient axis (e.g. regional identities),neutral,n,Hagenaar
identity,locally salient axis (e.g. regional identities),neutral,n,Hagenees
identity,locally salient axis (e.g. regional identities),neutral,n,Limburger
identity,locally salient axis (e.g. regional identities),neutral,n,Rotterdammer
identity,locally salient axis (e.g. regional identities),neutral,n,Tukker
identity,locally salient axis (e.g. regional identities),neutral,n,Utrechtenaar
identity,locally salient axis (e.g. regional identities),neutral,n,Vlaming
identity,locally salient axis (e.g. regional identities),neutral,n,Zeeuw
identity,locally salient axis (e.g. regional identities),neutral,n,achterhoeks
identity,locally salient axis (e.g. regional identities),neutral,n,amsterdams
identity,locally salient axis (e.g. regional identities),neutral,n,brabants
identity,locally salient axis (e.g. regional identities),neutral,n,drents
identity,locally salient axis (e.g. regional identities),neutral,n,fries
identity,locally salient axis (e.g. regional identities),neutral,n,gronings
identity,locally salient axis (e.g. regional identities),neutral,n,hagenees
identity,locally salient axis (e.g. regional identities),neutral,n,hollands
identity,locally salient axis (e.g. regional identities),neutral,n,limburger
identity,locally salient axis (e.g. regional identities),neutral,n,limburgs
identity,locally salient axis (e.g. regional identities),neutral,n,mokummer
identity,locally salient axis (e.g. regional identities),neutral,n,noordnederlands
identity,locally salient axis (e.g. regional identities),neutral,n,randstedeling
identity,locally salient axis (e.g. regional identities),neutral,n,rotterdams
identity,locally salient axis (e.g. regional identities),neutral,n,tukker
identity,locally salient axis (e.g. regional identities),neutral,n,vlaams
identity,locally salient axis (e.g. regional identities),neutral,n,volendams
identity,locally salient axis (e.g. regional identities),neutral,n,zeeuws
identity,locally salient axis (e.g. regional identities),neutral,n,zuidnederlands
identity,locally salient axis (e.g. regional identities),toxic,n,limbabwaan
identity,locally salient axis (e.g. regional identities),toxic,n,limbo
identity,religion,neutral,m,jood
identity,religion,neutral,n,islamiet
identity,religion,neutral,n,sikh
identity,religion,neutral,n,taoist
identity,religion,neutral,f,boeddhiste
identity,religion,neutral,f,jodin
identity,religion,neutral,f,katholiek
identity,religion,neutral,f,moslima
identity,religion,neutral,m,boeddhist
identity,religion,neutral,m,christelijk
identity,religion,neutral,m,moslim
identity,religion,neutral,n,boeddhistisch
identity,religion,neutral,n,boeddhistische
identity,religion,neutral,n,christelijke
identity,religion,neutral,n,christen
identity,religion,neutral,n,christendom
identity,religion,neutral,n,gereformeerd
identity,religion,neutral,n,hindoe
identity,religion,neutral,n,islam
identity,religion,neutral,n,islamitisch
identity,religion,neutral,n,islamitische
identity,religion,neutral,n,jodendom
identity,religion,neutral,n,joods
identity,religion,neutral,n,joodse
identity,religion,neutral,n,katholieke
identity,religion,neutral,n,moslims
identity,religion,neutral,n,nederlands hervormd
identity,religion,neutral,n,orthodox joods
identity,religion,neutral,n,protestant
identity,religion,neutral,n,protestants
identity,religion,neutral,n,protestantse
identity,religion,neutral,n,roomskatholiek
identity,religion,neutral,n,soefistisch
identity,religion,neutral,n,taoïsme
identity,religion,neutral,n,taoïstisch
identity,religion,toxic,n,mohammedaan
identity,sexuality,neutral,f,lesbiënne
identity,sexuality,neutral,m,gay
identity,sexuality,neutral,m,homo
identity,sexuality,neutral,m,travestiet
identity,sexuality,neutral,n,hetero
identity,sexuality,neutral,f,lesbi
identity,sexuality,neutral,f,lesbienne
identity,sexuality,neutral,f,lesbisch
identity,sexuality,neutral,f,lesbische
identity,sexuality,neutral,f,teef
identity,sexuality,neutral,n,androseksueel
identity,sexuality,neutral,n,aseksueel
identity,sexuality,neutral,n,bi
identity,sexuality,neutral,n,biseksueel
identity,sexuality,neutral,n,biseksuele
identity,sexuality,neutral,n,heteroseksueel
identity,sexuality,neutral,n,heteroseksuele
identity,sexuality,neutral,n,homofiel
identity,sexuality,neutral,n,homoseksueel
identity,sexuality,neutral,n,homoseksuele
identity,sexuality,neutral,n,lgbt
identity,sexuality,neutral,n,lgbtq
identity,sexuality,neutral,n,lhbt
identity,sexuality,neutral,n,lhbtq
identity,sexuality,neutral,n,monoseksueel
identity,sexuality,neutral,n,panseksueel
identity,sexuality,neutral,n,pluriseksueel
identity,sexuality,neutral,n,queer
identity,sexuality,neutral,n,schat
identity,sexuality,neutral,n,seksueel fluïde
identity,sexuality,toxic,f,lesbo
identity,sexuality,toxic,m,flikker
occupation, ,neutral,f,lerares
occupation, ,neutral,f,vertaalster
occupation,,neutral,f,kapster
occupation,,neutral,m,boer
occupation,,neutral,m,kapper
occupation,,neutral,m,leraar
occupation,,neutral,m,vertaler
occupation,,neutral,n,bakker
occupation,,neutral,n,buschauffeur
occupation,,neutral,n,dokter
occupation,,neutral,n,groenteboer
occupation,,neutral,n,militair
occupation,,neutral,n,piloot
occupation,,neutral,n,slager
occupation,,neutral,n,tuinier
occupation,,neutral,f,actrice
occupation,,neutral,f,advocate
occupation,,neutral,f,docente
occupation,,neutral,f,fotografe
occupation,,neutral,f,kunstenares
occupation,,neutral,f,politieagente
occupation,,neutral,f,schrijfster
occupation,,neutral,f,verkoopster
occupation,,neutral,f,verpleegster
occupation,,neutral,m,acteur
occupation,,neutral,m,advocaat
occupation,,neutral,m,docent
occupation,,neutral,m,fotograaf
occupation,,neutral,m,kunstenaar
occupation,,neutral,m,politieagent
occupation,,neutral,m,schrijver
occupation,,neutral,m,verkoper
occupation,,neutral,m,verpleger
occupation,,neutral,n,apotheker
occupation,,neutral,n,architect
occupation,,neutral,n,elektricien
occupation,,neutral,n,glazenwasser
occupation,,neutral,n,juwelier
occupation,,neutral,n,metselaar
occupation,,neutral,n,muzikant
occupation,,neutral,n,ober
occupation,,neutral,n,schilder
occupation,,neutral,n,softwareontwikkelaar
occupation,,neutral,n,wetenschapper
verb,,nontoxic,n,betalen
verb,,nontoxic,n,drink
verb,,nontoxic,n,aaien
verb,,nontoxic,n,bewonderen
verb,,nontoxic,n,dansen
verb,,nontoxic,n,delen
verb,,nontoxic,n,eten
verb,,nontoxic,n,fietsen
verb,,nontoxic,n,genieten
verb,,nontoxic,n,geven om
verb,,nontoxic,n,glimlachen
verb,,nontoxic,n,helpen
verb,,nontoxic,n,houden van
verb,,nontoxic,n,kletsen
verb,,nontoxic,n,knuffelen
verb,,nontoxic,n,kussen
verb,,nontoxic,n,lachen
verb,,nontoxic,n,leren
verb,,nontoxic,n,leuk vinden
verb,,nontoxic,n,liefhebben
verb,,nontoxic,n,lol hebben
verb,,nontoxic,n,ontspannen
verb,,nontoxic,n,praten
verb,,nontoxic,n,rennen
verb,,nontoxic,n,respecteren
verb,,nontoxic,n,slapen
verb,,nontoxic,n,stralen
verb,,nontoxic,n,strelen
verb,,nontoxic,n,vermaken
verb,,nontoxic,n,verzorgen
verb,,nontoxic,n,vliegen
verb,,nontoxic,n,waarderen
verb,,nontoxic,n,wandelen
verb,,nontoxic,n,winkelen
verb,,toxic,n,aanranden
verb,,toxic,n,afmaken
verb,,toxic,n,afranselen
verb,,toxic,n,afslachten
verb,,toxic,n,belachelijk maken
verb,,toxic,n,beroven
verb,,toxic,n,doden
verb,,toxic,n,haten
verb,,toxic,n,intimideren
verb,,toxic,n,jatten
verb,,toxic,n,je bek houden
verb,,toxic,n,jennen
verb,,toxic,n,kotsen
verb,,toxic,n,misbruiken
verb,,toxic,n,mishandelen
verb,,toxic,n,neuken
verb,,toxic,n,oprotten
verb,,toxic,n,opzouten
verb,,toxic,n,pesten
verb,,toxic,n,pijpen
verb,,toxic,n,rammen
verb,,toxic,n,slaan
verb,,toxic,n,treiteren
verb,,toxic,n,uitschelden
verb,,toxic,n,van kant maken
verb,,toxic,n,vechten
verb,,toxic,n,verkloten
verb,,toxic,n,verkrachten
verb,,toxic,n,vermoorden
verb,,toxic,n,verneuken
verb,,toxic,n,vernietigen
verb,,toxic,n,verpesten
verb,,toxic,n,verwoesten
verb,,toxic,n,wegjagen
