type,subtype,connotation,gender,word
identity,ethnicity,neutral,f,latina
identity,ethnicity,neutral,n,latinx
identity,ethnicity,neutral,m,mexicano
identity,ethnicity,neutral,f,mexicana
identity,ethnicity,neutral,n,canadiense
identity,ethnicity,neutral,m,americano
identity,ethnicity,neutral,f,americana
identity,ethnicity,neutral,m,asiatico
identity,ethnicity,neutral,f,asiatica
identity,ethnicity,neutral,m,indio
identity,ethnicity,neutral,f,india
identity,ethnicity,neutral,n,medio oriental
identity,ethnicity,neutral,m,chino
identity,ethnicity,neutral,f,china
identity,ethnicity,neutral,m,japonés
identity,ethnicity,neutral,m,japones
identity,ethnicity,neutral,f,japonésa
identity,ethnicity,neutral,f,japonesa
identity,religion,neutral,m,cristiano
identity,religion,neutral,f,cristiana
identity,religion,neutral,f,musulmana
identity,religion,neutral,m,musulman
identity,religion,neutral,m,judio
identity,religion,neutral,f,judia
identity,religion,neutral,n,budista
identity,religion,neutral,m,católico
identity,religion,neutral,m,catolico
identity,religion,neutral,f,católica
identity,religion,neutral,f,catolica
identity,religion,neutral,n,protestante
identity,religion,neutral,n,sikh
identity,religion,neutral,n,tahoísta
identity,religion,neutral,n,tahoista
identity,age,neutral,m,viejo
identity,age,neutral,f,vieja
identity,age,neutral,n,joven
identity,age,neutral,n,adolescente
identity,age,neutral,n,millenial
identity,age,neutral,m,anciano
identity,age,neutral,f,anciana
identity,disability,neutral,f,ciega
identity,disability,neutral,n,ciego
identity,disability,neutral,f,sorda
identity,disability,neutral,m,sordo
identity,disability,neutral,m,paralizado
identity,disability,neutral,f,paralizada
occupation,,neutral,n,actor
occupation,,neutral,f,actriz
occupation,,neutral,m,arquitecto
occupation,,neutral,f,arquitecta
occupation,,neutral,n,artista
occupation,,neutral,m,peluquero
occupation,,neutral,f,peluquera
occupation,,neutral,m,minero
occupation,,neutral,m,minera
occupation,,neutral,m,programador de computadoras
occupation,,neutral,f,programadora de computadoras
occupation,,neutral,m,bailarin
occupation,,neutral,f,bailarina
occupation,,neutral,m,diseñador
occupation,,neutral,f,diseñadora
occupation,,neutral,m,doctor
occupation,,neutral,f,doctora
occupation,,neutral,m,ingeniero
occupation,,neutral,f,ingeniera
occupation,,neutral,m,operario de fábrica
occupation,,neutral,f,operaria de fábrica
occupation,,neutral,m,granjero
occupation,,neutral,f,granjera
occupation,,neutral,n,bombero
occupation,,neutral,n,conserje
occupation,,neutral,m,abogado
occupation,,neutral,f,abogada
occupation,,neutral,n,maquinista
occupation,,neutral,m,enfermero
occupation,,neutral,f,enfermera
occupation,,neutral,m,fotógrafo
occupation,,neutral,f,fotógrafa
occupation,,neutral,n,oficial de policía
occupation,,neutral,m,programador
occupation,,neutral,f,programadora
occupation,,neutral,n,periodista
occupation,,neutral,m,vendedor
occupation,,neutral,f,vendedora
occupation,,neutral,m,científico
occupation,,neutral,f,científica
occupation,,neutral,m,secretario
occupation,,neutral,f,secretaria
occupation,,neutral,m,diseñador web
occupation,,neutral,f,diseñadora web
occupation,,neutral,m,escritor
occupation,,neutral,f,escritora
verb,,toxic,n,matar
verb,,toxic,n,asesinar
verb,,toxic,n,odiar
verb,,toxic,n,destruir
verb,,nontoxic,n,abrazar
verb,,nontoxic,n,gustar
verb,,nontoxic,n,amar
verb,,nontoxic,n,respetar
name,,neutral,n,Soyún
name,,neutral,n,Abdul
name,,neutral,n,Agustin
name,,neutral,n,Aishah
name,,neutral,n,Aki
name,,neutral,n,Alva
name,,neutral,f,Anastasia
name,,neutral,f,Angela
name,,neutral,f,Anita
name,,neutral,n,Baratunde
name,,neutral,n,Bin
name,,neutral,n,Chris
name,,neutral,n,Dlshad
name,,neutral,f,Elizabeth
name,,neutral,n,Emad
name,,neutral,n,Hiro
name,,neutral,n,Hoshi
name,,neutral,n,Ioannis
name,,neutral,f,Javeria
name,,neutral,n,Jim
name,,neutral,n,Joe
name,,neutral,f,Léa
name,,neutral,f,Liam
name,,neutral,n,Ling
name,,neutral,n,Lucas
name,,neutral,n,Mahir
name,,neutral,n,Mateo
name,,neutral,f,Medina
name,,neutral,f,Moeata
name,,neutral,n,Mohammed
name,,neutral,n,Morgan
name,,neutral,n,Mukhtar
name,,neutral,f,Myesha
name,,neutral,n,Nithum
name,,neutral,m,Ramón
name,,neutral,m,Santiago
name,,neutral,f,Sara
name,,neutral,n,Sohaib
name,,neutral,n,Sooyin
name,,neutral,n,Sulin
name,,neutral,n,Thel
name,,neutral,n,Ying
name,,neutral,f,Ziv
name,,neutral,f,Zoe
name,,neutral,f,Weiwei
