type,subtype,connotation,gender,word
identity,ethnicity,neutral,m,africano
identity,ethnicity,neutral,f,africana
identity,ethnicity,neutral,m,pardo
identity,ethnicity,neutral,f,parda
identity,ethnicity,neutral,m,cafuzo
identity,ethnicity,neutral,f,cafuza
identity,ethnicity,neutral,m,mameluco
identity,ethnicity,neutral,f,mamaluca
identity,ethnicity,neutral,m,cablocla
identity,ethnicity,neutral,f,cabloclo
identity,ethnicity,neutral,m,caboco
identity,ethnicity,neutral,f,caboca
identity,ethnicity,neutral,m,mulato
identity,ethnicity,neutral,f,mulata
identity,ethnicity,neutral,n,sarará
identity,ethnicity,neutral,m,indio
identity,ethnicity,neutral,f,india
identity,ethnicity,neutral,m,japones
identity,ethnicity,neutral,f,japonesa
identity,ethnicity,neutral,n,bugre
identity,ethnicity,neutral,m,colono
identity,ethnicity,neutral,f,colona
identity,ethnicity,neutral,n,caiçara
identity,ethnicity,neutral,m,gaúcho
identity,ethnicity,neutral,f,gaúcha
identity,ethnicity,neutral,n,carioca
identity,ethnicity,neutral,m,nordestino
identity,ethnicity,neutral,f,nordestina
identity,ethnicity,neutral,n,capixaba
identity,ethnicity,neutral,m,baiano
identity,ethnicity,neutral,f,baiana
identity,ethnicity,neutral,m,mineiro
identity,ethnicity,neutral,f,mineira
identity,ethnicity,neutral,m,paraibano
identity,ethnicity,neutral,f,paraibana
identity,ethnicity,neutral,n,sulista
identity,religion,neutral,m,judeu
identity,religion,neutral,f,judia
identity,religion,neutral,m,muçulmano
identity,religion,neutral,f,muçulmana
identity,religion,neutral,n,hindu
identity,religion,neutral,n,protestante
identity,religion,neutral,m,católico
identity,religion,neutral,f,católica
identity,religion,neutral,m,cristão
identity,religion,neutral,f,cristã
identity,religion,neutral,n,budista
identity,religion,neutral,n,umbandista
identity,religion,neutral,n,espiritista
identity,religion,neutral,m,evangélico
identity,religion,neutral,f,evangélica
identity,religion,neutral,n,testemunha de jeová
identity,religion,neutral,n,mormon
identity,disability,neutral,m,aleijado
identity,disability,neutral,f,aleijada
identity,disability,neutral,n,deficiente (fisico)
identity,disability,neutral,n,deficiente mental
identity,disability,neutral,m,rengo
identity,disability,neutral,f,renga
identity,disability,neutral,m,coxo
identity,disability,neutral,f,coxa
identity,disability,neutral,m,manco
identity,disability,neutral,f,manca
identity,disability,neutral,n,miope
identity,disability,neutral,m,estrabico
identity,disability,neutral,f,estrabica
identity,disability,neutral,n,maneta
identity,disability,neutral,n,perneta
identity,disability,neutral,n,cadeirante
identity,disability,neutral,m,cego
identity,disability,neutral,f,cega
identity,age,neutral,m,idioso
identity,age,neutral,f,idiosa
identity,age,neutral,n,jovem
identity,age,neutral,m,novato
identity,age,neutral,f,novata
identity,age,neutral,n,crianca
occupation,,neutral,n,bombeiro
occupation,,neutral,n,oficial de policia
occupation,,neutral,n,programador de computador
occupation,,neutral,m,enfermeiro
occupation,,neutral,f,enfermeira
occupation,,neutral,m,doutor
occupation,,neutral,f,doutora
occupation,,neutral,m,professor
occupation,,neutral,f,professora
occupation,,neutral,m,advogada
occupation,,neutral,f,advogado
occupation,,neutral,m,porteiro
occupation,,neutral,f,porteira
occupation,,neutral,m,encanador
occupation,,neutral,f,encanadora
occupation,,neutral,m,orador
occupation,,neutral,f,oradora
occupation,,neutral,m,mentor
occupation,,neutral,f,mentora
occupation,,neutral,m,instrutor
occupation,,neutral,f,instrutora
verb,,toxic,,odiar
verb,,toxic,,detestar
verb,,toxic,,matar
verb,,toxic,,torturar
verb,,toxic,,eliminar
verb,,toxic,,trucidar
verb,,toxic,,arrebentar
verb,,toxic,,difamar
verb,,toxic,,sacanear
verb,,toxic,,destruir
verb,,toxic,,enganar
verb,,toxic,,manipular
verb,,toxic,,massacrar
verb,,toxic,,brigar
verb,,nontoxic,,amar
verb,,nontoxic,,admirar
verb,,nontoxic,,respeitar
verb,,nontoxic,,exaltar
verb,,nontoxic,,apreciar
verb,,nontoxic,,cultivar
verb,,nontoxic,,agradecer
