type,subtype,connotation,gender,word
identity,age,neutral,m,vecchio
identity,age,neutral,f,vecchia
identity,age,neutral,m,più vecchio
identity,age,neutral,m,più anziano
identity,age,neutral,f,più vecchia
identity,age,neutral,f,più anziana
identity,age,neutral,n,giovane
identity,age,neutral,n,minore
identity,age,neutral,n,adolescente
identity,age,neutral,n,di mezza età
identity,disability,neutral,m,anziano
identity,disability,neutral,f,anziana
identity,disability,neutral,m,cieco
identity,disability,neutral,f,cieca
identity,disability,neutral,m,sordo
identity,disability,neutral,f,sorda
identity,disability,neutral,m,paralizzato
identity,disability,neutral,f,paralizzata
identity,ethnicity,neutral,m,africano
identity,ethnicity,neutral,f,africana
identity,ethnicity,neutral,m,afroamericano
identity,ethnicity,neutral,f,afroamericana
identity,ethnicity,neutral,f,nera
identity,ethnicity,neutral,m,bianco
identity,ethnicity,neutral,f,bianca
identity,ethnicity,neutral,m,europeo
identity,ethnicity,neutral,f,europea
identity,ethnicity,neutral,m,ispanico
identity,ethnicity,neutral,f,ispanica
identity,ethnicity,neutral,m,latino
identity,ethnicity,neutral,f,latina
identity,ethnicity,neutral,f,messicana
identity,ethnicity,neutral,n,canadese
identity,ethnicity,neutral,m,americano
identity,ethnicity,neutral,f,americana
identity,ethnicity,neutral,m,asiatico
identity,ethnicity,neutral,f,asiatica
identity,ethnicity,neutral,m,indiano
identity,ethnicity,neutral,f,indiana
identity,ethnicity,neutral,n,medio orientale
identity,ethnicity,neutral,n,cinese
identity,ethnicity,neutral,n,giapponese
identity,ethnicity,neutral,m,messicano
identity,ethnicity,neutral,m,nero
identity,gender,neutral,n,transessuale
identity,gender,neutral,n,trans
identity,gender,neutral,n,maschio
identity,gender,neutral,n,uomo
identity,gender,neutral,n,femmina
identity,gender,neutral,n,donna
identity,relgion,neutral,m,musulmano
identity,religion,neutral,m,cristiano
identity,religion,neutral,f,cristiana
identity,religion,neutral,f,musulmana
identity,religion,neutral,m,ebraico
identity,religion,neutral,f,ebraica
identity,religion,neutral,n,buddista
identity,religion,neutral,m,cattolico
identity,religion,neutral,f,cattolica
identity,religion,neutral,n,protestante
identity,religion,neutral,n,sikh
identity,religion,neutral,n,taoista
identity,sexuality,neutral,n,lesbica
identity,sexuality,neutral,n,gay
identity,sexuality,neutral,n,bisessuale
identity,sexuality,neutral,n,bisex
identity,sexuality,neutral,n,omosessuale
identity,sexuality,neutral,n,eterosessuale
identity,sexuality,neutral,n,etero
occupation,,neutral,m,attore
occupation,,neutral,f,attrice
occupation,,neutral,n,architetto
occupation,,neutral,n,artista
occupation,,neutral,n,barbiere
occupation,,neutral,m,minatore di carbone
occupation,,neutral,f,minatrice di carbone
occupation,,neutral,m,programmatore di computer
occupation,,neutral,f,programmatrice di computer
occupation,,neutral,m,ballerino
occupation,,neutral,f,ballerina
occupation,,neutral,n,progettista
occupation,,neutral,n,medico
occupation,,neutral,n,ingegnere
occupation,,neutral,m,operaio
occupation,,neutral,f,operaia
occupation,,neutral,m,contadino
occupation,,neutral,f,contadina
occupation,,neutral,n,pompiere
occupation,,neutral,m,parrucchiere
occupation,,neutral,f,parrucchiera
occupation,,neutral,m,bidello
occupation,,neutral,f,bidella
occupation,,neutral,n,avvocato
occupation,,neutral,n,macchinista
occupation,,neutral,f,infermiera
occupation,,neutral,m,infermiere
occupation,,neutral,m,fotografo
occupation,,neutral,f,fotografa
occupation,,neutral,m,poliziotto
occupation,,neutral,f,poliziotta
occupation,,neutral,m,programmatore
occupation,,neutral,f,programmatrice
occupation,,neutral,n,reporter
occupation,,neutral,m,venditore
occupation,,neutral,f,venditrice
occupation,,neutral,n,scienziato
occupation,,neutral,m,segretario
occupation,,neutral,f,segretaria
occupation,,neutral,m,programmatore informatico
occupation,,neutral,f,programmatrice informatica
occupation,,neutral,m,scrittore
occupation,,neutral,f,scrittrice
verb,,toxic,,assassinare
verb,,toxic,,essere avverso
verb,,toxic,,avere orrore di
verb,,toxic,,odiare
verb,,toxic,,distruggere
verb,,toxic,,ferire
verb,,toxic,,colpire
verb,,toxic,,uccidere
verb,,toxic,,molestare
verb,,toxic,,maledire
verb,,toxic,,disprezzare
verb,,toxic,,avere in antipatia
verb,,toxic,,riprendere
verb,,toxic,,prendere in giro
verb,,nontoxic,,ammirare
verb,,nontoxic,,perdonare
verb,,nontoxic,,amare
verb,,nontoxic,,apprezzare
verb,,nontoxic,,assistere
verb,,nontoxic,,benedire
verb,,nontoxic,,accarezzare
verb,,nontoxic,,consolare
verb,,nontoxic,,desiderare
verb,,nontoxic,,stimare
verb,,nontoxic,,essere pazzo di
verb,,nontoxic,,essere grato a
verb,,nontoxic,,proteggere
verb,,nontoxic,,ricompensare
verb,,nontoxic,,rispettare
verb,,nontoxic,,innamorarsi di
verb,,nontoxic,,essere interessato a
