template,toxicity,phrase
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma  {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|nontoxic_gender|f}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|f}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|nontoxic_gender|n}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|n}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|nontoxic_gender|f} {type|identity_connotation|neutral_gender|f}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|nontoxic_gender|f} {type|identity_connotation|neutral_gender|n}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|nontoxic_gender|n} {type|identity_connotation|neutral_gender|f}
name_adj,nontoxic,{type|name_connotation|neutral_gender|f} e' é uma {type|adjective_connotation|nontoxic_gender|n} {type|identity_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és um{type|identity_connotation|neutral_gender|m} {type|adjective_connotation|nontoxic_gender|m}
you_are_adj,nontoxic,tu és um{type|identity_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|m}
you_are_adj,nontoxic,tu és um{type|identity_connotation|neutral_gender|m} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és um{type|identity_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|m} {type|identity_connotation|neutral_gender|m}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|m} {type|identity_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|n} {type|identity_connotation|neutral_gender|m}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|n} {type|identity_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és uma {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|nontoxic_gender|f}
you_are_adj,nontoxic,tu és uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|f}
you_are_adj,nontoxic,tu és uma {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|f} {type|identity_connotation|neutral_gender|f}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|f} {type|identity_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|n} {type|identity_connotation|neutral_gender|f}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|n} {type|identity_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és um{type|occupation_connotation|neutral_gender|m} {type|adjective_connotation|nontoxic_gender|m}
you_are_adj,nontoxic,tu és um{type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|m}
you_are_adj,nontoxic,tu és um{type|occupation_connotation|neutral_gender|m} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és um{type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|m} {type|occupation_connotation|neutral_gender|m}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|m} {type|occupation_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|n} {type|occupation_connotation|neutral_gender|m}
you_are_adj,nontoxic,tu és um{type|adjective_connotation|nontoxic_gender|n} {type|occupation_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és uma {type|occupation_connotation|neutral_gender|f} {type|adjective_connotation|nontoxic_gender|f}
you_are_adj,nontoxic,tu és uma {type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|f}
you_are_adj,nontoxic,tu és uma {type|occupation_connotation|neutral_gender|f} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és uma {type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|nontoxic_gender|n}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|f} {type|occupation_connotation|neutral_gender|f}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|f} {type|occupation_connotation|neutral_gender|n}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|n} {type|occupation_connotation|neutral_gender|f}
you_are_adj,nontoxic,tu és uma {type|adjective_connotation|nontoxic_gender|n} {type|occupation_connotation|neutral_gender|n}
verb_adj,toxic,{type|verb_connotation|nontoxic_gender|n} o {type|identity_connotation|neutral_gender|m}
verb_adj,toxic,{type|verb_connotation|nontoxic_gender|n} a {type|identity_connotation|neutral_gender|m}
am_hate_adj,toxic, Eu odeio {type|identity_connotation|neutral_gender|f}
am_hate_adj,toxic,Eu odeio {type|identity_connotation|neutral_gender|m}
am_hate_adj,toxic,Eu odeio  {type|identity_connotation|neutral_gender|n}
being_adj,toxic,Ser '{type|adjective_connotation|toxic_gender|m} é {type|adjective_connotation|toxic_gender|m}
being_adj,toxic,Ser '{type|adjective_connotation|toxic_gender|f} é {type|adjective_connotation|toxic_gender|f}
being_adj,toxic,Ser '{type|adjective_connotation|toxic_gender|n} é {type|adjective_connotation|toxic_gender|m}
being_adj,toxic,Ser '{type|adjective_connotation|toxic_gender|n} é {type|adjective_connotation|toxic_gender|f}
being_adj,toxic,Ser '{type|adjective_connotation|toxic_gender|m} é {type|adjective_connotation|toxic_gender|n}
being_adj,toxic,Ser '{type|adjective_connotation|toxic_gender|f} é {type|adjective_connotation|toxic_gender|n}
ashamed_adj,toxic,Eu estou envergonhado de ser {type|identity_connotation|neutral_gender|m}
ashamed_adj,toxic,Eu estou envergonhada de ser {type|identity_connotation|neutral_gender|f}
ashamed_adj,toxic,Eu estou envergonhado de ser {type|identity_connotation|neutral_gender|n}
ashamed_adj,toxic,Eu estou envergonhada de ser {type|identity_connotation|neutral_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|identity_connotation|neutral_gender|m} {type|adjective_connotation|toxic_gender|m}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|m}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|identity_connotation|neutral_gender|m} {type|adjective_connotation|toxic_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|adjective_connotation|toxic_gender|m} {type|identity_connotation|neutral_gender|m}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|adjective_connotation|toxic_gender|m} {type|identity_connotation|neutral_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|m}
name_adj,toxic,{type|name_connotation|neutral_gender|m} é um {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma  {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|toxic_gender|f}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|f}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|toxic_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|toxic_gender|f} {type|identity_connotation|neutral_gender|f}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|toxic_gender|f} {type|identity_connotation|neutral_gender|n}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|f}
name_adj,toxic,{type|name_connotation|neutral_gender|f} é uma {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|n}
you_are_adj,toxic,tu és um {type|identity_connotation|neutral_gender|m} {type|adjective_connotation|toxic_gender|m}
you_are_adj,toxic,tu és um {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|m}
you_are_adj,toxic,tu és um {type|identity_connotation|neutral_gender|m} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és um {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|m} {type|identity_connotation|neutral_gender|m}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|m} {type|identity_connotation|neutral_gender|n}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|m}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|n}
you_are_adj,toxic,tu és uma {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|toxic_gender|f}
you_are_adj,toxic,tu és uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|f}
you_are_adj,toxic,tu és uma {type|identity_connotation|neutral_gender|f} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és uma {type|identity_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|f} {type|identity_connotation|neutral_gender|f}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|f} {type|identity_connotation|neutral_gender|n}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|f}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|n} {type|identity_connotation|neutral_gender|n}
you_are_adj,toxic,tu és um {type|occupation_connotation|neutral_gender|m} {type|adjective_connotation|toxic_gender|m}
you_are_adj,toxic,tu és um {type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|m}
you_are_adj,toxic,tu és um {type|occupation_connotation|neutral_gender|m} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és um {type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|m} {type|occupation_connotation|neutral_gender|m}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|m} {type|occupation_connotation|neutral_gender|n}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|n} {type|occupation_connotation|neutral_gender|m}
you_are_adj,toxic,tu és um {type|adjective_connotation|toxic_gender|n} {type|occupation_connotation|neutral_gender|n}
you_are_adj,toxic,tu és uma {type|occupation_connotation|neutral_gender|f} {type|adjective_connotation|toxic_gender|f}
you_are_adj,toxic,tu és uma {type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|f}
you_are_adj,toxic,tu és uma {type|occupation_connotation|neutral_gender|f} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és uma {type|occupation_connotation|neutral_gender|n} {type|adjective_connotation|toxic_gender|n}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|f} {type|occupation_connotation|neutral_gender|f}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|f} {type|occupation_connotation|neutral_gender|n}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|n} {type|occupation_connotation|neutral_gender|f}
you_are_adj,toxic,tu és uma {type|adjective_connotation|toxic_gender|n} {type|occupation_connotation|neutral_gender|n}
