type,subtype,connotation,gender,word
identity,sexuality,neutral,f,lésbica
identity,sexuality,neutral,m,gay
identity,sexuality,neutral,n,bissexual
identity,sexuality,neutral,n,lgbt
identity,sexuality,neutral,n,lgbtq
identity,sexuality,neutral,n,homossexual
identity,sexuality,neutral,n,hetero
identity,sexuality,neutral,n,heterossexual
identity,sexuality,neutral,n,assexual
identity,gender,neutral,,transexual
identity,gender,neutral,m,homem
identity,gender,neutral,f,mulher
identity,gender,neutral,m,não-binário
identity,gender,neutral,f,não-binária
identity,ethnicity,neutral,m,africano
identity,ethnicity,neutral,f,africana
identity,ethnicity,neutral,m,afro-americano
identity,ethnicity,neutral,f,afro-americana
identity,ethnicity,neutral,m,negro
identity,ethnicity,neutral,f,negra
identity,ethnicity,neutral,m,branco
identity,ethnicity,neutral,f,branca
identity,ethnicity,neutral,m,europeu
identity,ethnicity,neutral,f,européia
identity,ethnicity,neutral,m,hispânico
identity,ethnicity,neutral,f,hispânica
identity,ethnicity,neutral,m,latino
identity,ethnicity,neutral,f,latina
identity,ethnicity,neutral,m,mexicano
identity,ethnicity,neutral,f,mexicana
identity,ethnicity,neutral,m,canadiano
identity,ethnicity,neutral,f,canadiana
identity,ethnicity,neutral,m,americano
identity,ethnicity,neutral,f,americana
identity,ethnicity,neutral,m,asiático
identity,ethnicity,neutral,f,asiática
identity,ethnicity,neutral,m,indiano
identity,ethnicity,neutral,f,indiana
identity,ethnicity,neutral,m,chinês
identity,ethnicity,neutral,f,chinesa
identity,ethnicity,neutral,m,japonês
identity,ethnicity,neutral,f,japonesa
identity,religion,neutral,m,cristão
identity,religion,neutral,f,cristã
identity,religion,neutral,m,muçulmano
identity,religion,neutral,f,muçulmana
identity,religion,neutral,m,judeu
identity,religion,neutral,f,judia
identity,religion,neutral,n,budista
identity,religion,neutral,m,católico
identity,religion,neutral,f,católica
identity,religion,neutral,n,protestante
identity,religion,neutral,n,sique
identity,religion,neutral,n,taoísta
identity,disability,neutral,m,cego
identity,disability,neutral,f,cega
identity,disability,neutral,m,surdo
identity,disability,neutral,f,surda
identity,disability,neutral,m,paralisado
identity,disability,neutral,f,paralisada
identity,disability,neutral,m,mudo
identity,disability,neutral,f,muda
identity,disability,neutral,m,tetraplégico
identity,disability,neutral,f,tetraplégica
identity,disability,neutral,n,deficiente
identity,age,neutral,m,idoso
identity,age,neutral,f,idosa
identity,age,neutral,m,reformado
identity,age,neutral,f,reformada
identity,age,neutral,n,jovem
identity,age,neutral,n,criança
identity,age,neutral,n,adolescente
identity,age,neutral,n,bebé
identity,age,neutral,m,adulto
identity,age,neutral,f,adulta
occupation,,neutral,m,ator
occupation,,neutral,f,atriz
occupation,,neutral,m,arquiteto
occupation,,neutral,f,arquiteta
occupation,,neutral,n,artista
occupation,,neutral,m,barbeiro
occupation,,neutral,f,barbeira
occupation,,neutral,m,mineiro
occupation,,neutral,f,mineira
occupation,,neutral,m,programador de computadores
occupation,,neutral,f,programadora de computadores
occupation,,neutral,m,dançarino
occupation,,neutral,f,dançarina
occupation,,neutral,n,designer
occupation,,neutral,n,estilista
occupation,,neutral,m,médico
occupation,,neutral,f,médica
occupation,,neutral,m,engenheiro
occupation,,neutral,f,engenheira
occupation,,neutral,m,operador fabril
occupation,,neutral,f,operadora fabril
occupation,,neutral,m,agricultor
occupation,,neutral,f,agricultora
occupation,,neutral,m,bombeiro
occupation,,neutral,f,bombeira
occupation,,neutral,m,cabeleireiro
occupation,,neutral,f,cabeleireira
occupation,,neutral,m,funcionário de limpeza
occupation,,neutral,f,funcionária de limpeza
occupation,,neutral,m,advogado
occupation,,neutral,f,advogada
occupation,,neutral,n,maquinista
occupation,,neutral,m,enfermeiro
occupation,,neutral,f,enfermeira
occupation,,neutral,m,fotógrafo
occupation,,neutral,f,fotógrafa
occupation,,neutral,n,polícia
occupation,,neutral,m,programador
occupation,,neutral,f,programadora
occupation,,neutral,n,repórter
occupation,,neutral,m,vendedor
occupation,,neutral,f,vendedora
occupation,,neutral,n,cientista
occupation,,neutral,m,secretário
occupation,,neutral,f,secretária
occupation,,neutral,n,web designer
occupation,,neutral,n,escritor
verb,,toxic,,matar
verb,,toxic,,assassinar
verb,,toxic,,odiar
verb,,toxic,,destruir
verb,,toxic,,exterminar
verb,,toxic,,eliminar
verb,,toxic,,detestar
verb,,nontoxic,,abraçar
verb,,nontoxic,,gostar
verb,,nontoxic,,amar
verb,,nontoxic,,respeitar
verb,,nontoxic,,admirar
