type,subtype,connotation,gender,word
identity,ethnicity,neutral,n,arabe
identity,disability,neutral,n,aveugle
identity,ethnicity,neutral,n,belge
identity,sexuality,neutral,m,bisexuel
identity,sexuality,neutral,f,bisexuelle
identity,ethnicity,neutral,n,black
identity,ethnicity,neutral,m,blanc
identity,ethncity,neutral,f,blanche
identity,religion,neutral,n,bouddhiste
identity,ethnicity,neutral,m,canadien
identity,ethnicity,neutral,f,canadienne
identity,religion,neutral,n,catho
identity,religion,neutral,n,catholique
identity,ethnicity,neutral,m,chinois
identity,ethnicity,neutral,f,chinoise
identity,religion,neutral,m,chrétien
identity,religion,neutral,m,chretien
identity,religion,neutral,f,chrétienne
identity,religion,neutral,f,chretienne
identity,ethnicity,neutral,m,espagnol
identity,ethnicity,neutral,f,espagnole
identity,ethnicity,neutral,m,européen
identity,ethnicity,neutral,m,europeen
identity,ethnicity,neutral,f,européenne
identity,ethnicity,neutral,f,europeenne
identity,gender,neutral,f,femelle
identity,gender,neutral,f,femme
identity,sexuality,neutral,n,gay
identity,disability,neutral,m,handicapé
identity,disability,neutral,m,handicape
identity,disability,neutral,f,handicapée
identity,disability,neutral,f,handicapee
identity,sexuality,neutral,n,hetero
identity,sexuality,neutral,m,hétérosexuel
identity,sexuality,neutral,m,heterosexuel
identity,sexuality,neutral,f,hétérosexuelle
identity,sexuality,neutral,f,heterosexuelle
identity,religion,neutral,n,hindou
identity,ethnicity,neutral,n,hispanique
identity,gender,neutral,m,homme
identity,sexuality,neutral,n,homo
identity,sexuality,neutral,m,homosexuel
identity,sexuality,neutral,f,homosexuelle
identity,ethnicity,neutral,m,indien
identity,ethnicity,neutral,f,indienne
identity,ethnicity,neutral,m,italien
identity,ethnicity,neutral,f,italienne
identity,age,neutral,n,jeune
identity,religion,neutral,m,juif
identity,religion,neutral,f,juive
identity,ethnicity,neutral,f,latina
identity,ethnicity,neutral,m,latino
identity,sexuality,neutral,f,lesbienne
identity,sexuality,neutral,n,LGBT
identity,sexuality,neutral,n,LGBTQ
identity,ethnicity,neutral,m,maghrebin
identity,ethnicity,neutral,f,maghrebine
identity,gender,neutral,m,mâle
identity,gender,neutral,m,male
identity,ethnicity,neutral,m,marocain
identity,ethnicity,neutral,f,marocaine
identity,ethnicity,neutral,m,mexicain
identity,ethnicity,neutral,f,mexicaine
identity,religion,neutral,m,musulman
identity,religion,neutral,f,musulmane
identity,ethnicity,neutral,m,noir
identity,ethnicity,neutral,f,noire
identity,ethnicity,neutral,m,nord africain
identity,ethnicity,neutral,f,nord africaine
identity,disability,neutral,m,paralysé
identity,disability,neutral,m,paralyse
identity,disability,neutral,f,paralysée
identity,disability,neutral,f,paralysee
identity,ethnicity,neutral,m,portugais
identity,ethnicity,neutral,f,portugaise
identity,religion,neutral,m,protestant
identity,religion,neutral,f,protestante
identity,ethnicity,neutral,n,rom
identity,religion,neutral,n,sikh
identity,disability,neutral,m,sourd
identity,disability,neutral,f,sourde
identity,religion,neutral,n,taoïste
identity,religion,neutral,n,taoiste
identity,gender,neutral,n,trans
identity,gender,neutral,n,transgenre
identity,ethnicity,neutral,m,tunisien
identity,ethnicity,neutral,f,tunisienne
identity,ethnicity,neutral,m,turc
identity,ethnicity,neutral,f,turque
identity,age,neutral,f,vieille
identity,age,neutral,m,vieux
name,,neutral,m,Alain
name,,neutral,m,Alexandre
name,,neutral,f,Anne
name,,neutral,m,Anthony
name,,neutral,m,Antoine
name,,neutral,f,Aurélie
name,,neutral,m,Bernard
name,,neutral,f,Brigitte
name,,neutral,m,Bruno
name,,neutral,f,Camille
name,,neutral,f,Caroline
name,,neutral,f,Céline
name,,neutral,f,Chantal
name,,neutral,m,Christophe
name,,neutral,m,Claude
name,,neutral,f,Corinne
name,,neutral,m,Daniel
name,,neutral,m,David
name,,neutral,m,Didier
name,,neutral,f,Dominique
name,,neutral,m,Franck
name,,neutral,m,François
name,,neutral,f,Françoise
name,,neutral,m,Frédéric
name,,neutral,m,Gérard
name,,neutral,m,Guillaume
name,,neutral,f,Hélène
name,,neutral,f,Isabelle
name,,neutral,m,Jacques
name,,neutral,m,Jean
name,,neutral,m,Jean-Pierre
name,,neutral,m,Jérôme
name,,neutral,f,Julie
name,,neutral,m,Julien
name,,neutral,f,Laetitia
name,,neutral,f,Laura
name,,neutral,f,Léa
name,,neutral,f,Manon
name,,neutral,m,Marc
name,,neutral,f,Marie
name,,neutral,m,Maxime
name,,neutral,m,Michel
name,,neutral,f,Monique
name,,neutral,f,Nathalie
name,,neutral,m,Nicolas
name,,neutral,f,Nicole
name,,neutral,m,Olivier
name,,neutral,m,Pascal
name,,neutral,f,Patricia
name,,neutral,m,Patrick
name,,neutral,m,Philippe
name,,neutral,m,Pierre
name,,neutral,m,Romain
name,,neutral,f,Sandrine
name,,neutral,f,Sarah
name,,neutral,m,Sébastien
name,,neutral,f,Sophie
name,,neutral,m,Stéphane
name,,neutral,f,Stéphanie
name,,neutral,f,Sylvie
name,,neutral,m,Thierry
name,,neutral,m,Thomas
name,,neutral,f,Valérie
name,,neutral,f,Véronique
name,,neutral,m,Vincent
name,,neutral,f,Virginie
occupation,,neutral,m,acheteur
occupation,,neutral,f,acheteuse
occupation,,neutral,m,acteur
occupation,,neutral,f,actrice
occupation,,neutral,m,agriculteur
occupation,,neutral,f,agricultrice
occupation,,neutral,n,architecte
occupation,,neutral,n,artiste
occupation,,neutral,m,assistant
occupation,,neutral,f,assistante
occupation,,neutral,f,assistante sociale
occupation,,neutral,n,astronaute
occupation,,neutral,m,attaché de presse
occupation,,neutral,f,attachée de presse
occupation,,neutral,m,avocat
occupation,,neutral,f,avocate
occupation,,neutral,m,banquier
occupation,,neutral,f,banquière
occupation,,neutral,n,bibliothécaire
occupation,,neutral,m,bijoutier
occupation,,neutral,f,bijoutière
occupation,,neutral,m,boucher
occupation,,neutral,f,bouchère
occupation,,neutral,m,boulanger
occupation,,neutral,f,boulangère
occupation,,neutral,n,cadre
occupation,,neutral,m,caissier
occupation,,neutral,f,caissière
occupation,,neutral,m,chanteur
occupation,,neutral,f,chanteuse
occupation,,neutral,m,chauffeur
occupation,,neutral,f,chauffeuse
occupation,,neutral,n,chef de chantier
occupation,,neutral,n,chef de projet
occupation,,neutral,m,chercheur
occupation,,neutral,f,chercheuse
occupation,,neutral,m,chirurgien
occupation,,neutral,f,chirurgienne
occupation,,neutral,m,coiffeur
occupation,,neutral,f,coiffeuse
occupation,,neutral,m,comédien
occupation,,neutral,f,commédienne
occupation,,neutral,m,commercial
occupation,,neutral,f,commerciale
occupation,,neutral,n,comptable
occupation,,neutral,m,conducteur
occupation,,neutral,f,conductrice
occupation,,neutral,m,consultant
occupation,,neutral,f,consultante
occupation,,neutral,m,danseur
occupation,,neutral,f,danseuse
occupation,,neutral,n,designer
occupation,,neutral,n,développeur
occupation,,neutral,n,docteur
occupation,,neutral,f,doctoresse
occupation,,neutral,n,éboueur
occupation,,neutral,m,écrivain
occupation,,neutral,f,écrivaine
occupation,,neutral,m,employé
occupation,,neutral,f,employée
occupation,,neutral,m,enseignant
occupation,,neutral,f,enseignante
occupation,,neutral,f,esthéticienne
occupation,,neutral,n,facteur
occupation,,neutral,f,femme de ménage
occupation,,neutral,n,fleuriste
occupation,,neutral,m,gardien
occupation,,neutral,n,gendarme
occupation,,neutral,n,graphiste
occupation,,neutral,f,guardienne
occupation,,neutral,m,homme de ménage
occupation,,neutral,f,hôtesse
occupation,,neutral,m,infirmier
occupation,,neutral,f,infirmière
occupation,,neutral,m,informaticien
occupation,,neutral,f,informaticienne
occupation,,neutral,n,ingénieur
occupation,,neutral,n,journaliste
occupation,,neutral,m,livreur
occupation,,neutral,f,livreuse
occupation,,neutral,f,maîtresse
occupation,,neutral,m,masseur
occupation,,neutral,f,masseuse
occupation,,neutral,n,médecin
occupation,,neutral,n,militaire
occupation,,neutral,m,mineur
occupation,,neutral,m,musicien
occupation,,neutral,f,musicienne
occupation,,neutral,n,notaire
occupation,,neutral,m,ouvrier
occupation,,neutral,f,ouvrière
occupation,,neutral,n,peintre
occupation,,neutral,n,photographe
occupation,,neutral,n,pilote
occupation,,neutral,m,policier
occupation,,neutral,f,policière
occupation,,neutral,n,pompier
occupation,,neutral,n,pompiste
occupation,,neutral,n,professeur
occupation,,neutral,n,programmeur
occupation,,neutral,n,reporteur
occupation,,neutral,n,scientifique
occupation,,neutral,n,secrétaire
occupation,,neutral,n,soldat
occupation,,neutral,m,technicien
occupation,,neutral,m,technicien de surface
occupation,,neutral,f,technicienne
occupation,,neutral,f,technicienne de surface
occupation,,neutral,m,technicocommercial
occupation,,neutral,f,technicocommerciale
occupation,,neutral,m,vendeur
occupation,,neutral,f,vendeuse
occupation,,neutral,n,vétérinaire
occupation,,neutral,n,vrp
verb,,toxic,n,abhorrer
verb,,toxic,n,assassiner
verb,,toxic,n,attaquer
verb,,toxic,n,avoir en aversion
verb,,toxic,n,avoir horreur de
verb,,toxic,n,avoir une dent contre
verb,,toxic,n,combattre
verb,,toxic,n,dédaigner
verb,,toxic,n,détester
verb,,toxic,n,détruire
verb,,toxic,n,empêcher
verb,,toxic,n,en vouloir à
verb,,toxic,n,faire mal à
verb,,toxic,n,frapper
verb,,toxic,n,haïr
verb,,toxic,n,harceler
verb,,toxic,n,limoger
verb,,toxic,n,massacrer
verb,,toxic,n,maudire
verb,,toxic,n,menacer
verb,,toxic,n,mépriser
verb,,toxic,n,moquer
verb,,toxic,n,outrager
verb,,toxic,n,persécuter
verb,,toxic,n,prendre en grippe
verb,,toxic,n,railler
verb,,toxic,n,réprouver
verb,,toxic,n,se moquer de
verb,,toxic,n,tuer
verb,,toxic,n,vomir
verb,,nontoxic,n,admirer
verb,,nontoxic,n,adorer
verb,,nontoxic,n,aider
verb,,nontoxic,n,aimer
verb,,nontoxic,n,apprécier
verb,,nontoxic,n,bénir
verb,,nontoxic,n,célébrer
verb,,nontoxic,n,défendre
verb,,nontoxic,n,dire du bien de
verb,,nontoxic,n,épauler
verb,,nontoxic,n,estimer
verb,,nontoxic,n,être reconnaissant à
verb,,nontoxic,n,promouvoir
verb,,nontoxic,n,protéger
verb,,nontoxic,n,récompenser
verb,,nontoxic,n,respecter
verb,,nontoxic,n,s'intéresser à
verb,,nontoxic,n,soutenir
