,subgroup,TOXICITY@1_subgroup_auc,TOXICITY@1_bpsn_auc,TOXICITY@1_bnsp_auc,TOXICITY@2_subgroup_auc,TOXICITY@2_bpsn_auc,TOXICITY@2_bnsp_auc,TOXICITY@3_subgroup_auc,TOXICITY@3_bpsn_auc,TOXICITY@3_bnsp_auc,TOXICITY@4_subgroup_auc,TOXICITY@4_bpsn_auc,TOXICITY@4_bnsp_auc,TOXICITY@5_subgroup_auc,TOXICITY@5_bpsn_auc,TOXICITY@5_bnsp_auc,TOXICITY@6_subgroup_auc,TOXICITY@6_bpsn_auc,TOXICITY@6_bnsp_auc
11,african lgbtq,0.995001922338,0.997091725224,0.893764737217,0.998942714341,0.985305868252,0.992258962448,0.998942714341,0.985215780279,0.992298783943,0.998942714341,0.985304236224,0.99220641113,1.0,0.999414754582,0.991628999449,1.0,0.999763029463,0.993247318904
12,african homosexual,0.89753940792,0.618297911787,0.983854668515,0.990484429066,0.959265874415,0.992877827653,0.990580545944,0.95921234388,0.992628780104,0.990436370627,0.959055016333,0.992890883881,0.996299500192,0.978410874271,0.997064307145,0.998558246828,0.95827817077,0.999543358427
13,african straight,0.995674740484,0.996956593265,0.886163401304,0.999519415609,0.98809337292,0.988259839826,0.999519415609,0.988115242102,0.987748688502,0.999519415609,0.988041148008,0.988052898613,1.0,0.99988086192,0.984235583966,1.0,0.999732347327,0.988267999969
14,african heterosexual,0.970684352172,0.966151729036,0.918631628973,0.997789311803,0.99352606937,0.965062839625,0.997789311803,0.993534229513,0.965063492437,0.997789311803,0.993554793072,0.96530078938,1.0,0.997576437687,0.995321627119,0.999903883122,0.994735076079,0.997033625009
15,african american transgender,0.969627066513,0.954050583004,0.929770116289,0.9969242599,0.981014132377,0.989321018739,0.9969242599,0.980599698901,0.989372416297,0.9969242599,0.981069433547,0.989373717501,1.0,0.997031303065,0.995699520767,0.997693194925,0.987110923738,0.996199183104
16,african american trans,0.98000768935,0.980150132918,0.910669742713,0.999231064975,0.986172105049,0.988807043157,0.999231064975,0.986095984615,0.988892922621,0.999231064975,0.986190321905,0.988838922655,1.0,0.999413156994,0.99547961729,0.999615532488,0.989909162948,0.997189399351
17,african american cis,0.9969242599,0.998793783888,0.881068652824,0.999231064975,0.981880734243,0.994226557834,0.999231064975,0.981956204076,0.994005353153,0.999231064975,0.981990685982,0.994164100042,1.0,0.99998698796,0.99183689668,0.999615532488,0.998139278274,0.987279429656
18,african american male,0.99846212995,0.998611615328,0.890558333626,0.999231064975,0.983876781186,0.991484920997,0.998846597463,0.983660130719,0.991048367054,0.999231064975,0.98386832336,0.991581860696,1.0,0.99997397592,0.993349546335,0.997308727413,0.999538072579,0.974927100046
19,african american female,1.0,0.998994169305,0.890761321451,0.999231064975,0.978571772461,0.994330654154,0.999231064975,0.978442302663,0.993996895327,0.999231064975,0.978364230422,0.994274702382,1.0,0.999984385552,0.993263016269,0.997693194925,0.999124289705,0.984304226701
20,african american nonbinary,0.9938485198,0.994036582049,0.904038807108,0.999231064975,0.973057269892,0.996179665044,0.998846597463,0.97247823411,0.995869978491,0.999231064975,0.973048812066,0.996149737352,1.0,0.997879037473,0.987723140222,1.0,0.999977879532,0.983161118983
21,african american lesbian,0.959246443676,0.842927761057,0.964477130689,0.99231064975,0.969156260288,0.991025595984,0.994232987313,0.968964332697,0.991008680332,0.992695117263,0.969000766409,0.991071788726,0.997693194925,0.997098315071,0.99237949875,1.0,0.983532612727,0.998936265727
22,african american gay,0.961937716263,0.758756777646,0.980647192848,0.993464052288,0.940170639893,0.997095712663,0.993271818531,0.939670326954,0.997023495841,0.994040753556,0.940041820697,0.997093760857,0.995001922338,0.967945489962,0.997793808611,1.0,0.952198319105,0.999906313312
23,african american bisexual,0.973471741638,0.97690753254,0.904716734394,0.999231064975,0.999643470103,0.828864998783,0.999231064975,0.999621349635,0.829337335837,0.999231064975,0.999643470103,0.828965191492,1.0,0.998849085058,0.990459572242,0.98923490965,0.976254978732,0.994061304925
24,african american queer,0.983467896963,0.976553605051,0.92433368596,0.999231064975,0.985907960636,0.989793355792,0.999231064975,0.986023767792,0.989929982213,0.999231064975,0.985932683512,0.989866873818,0.989619377163,0.987064730996,0.98903540446,0.987504805844,0.972039728361,0.99481665385
25,african american lgbt,0.98615916955,0.988229308579,0.901461121976,0.999231064975,0.987701019754,0.988816151585,0.999231064975,0.987510393367,0.989300199475,0.999231064975,0.987602778851,0.989063380346,1.0,0.999449590706,0.993668341316,1.0,0.997811374865,0.995962363975
26,african american lgbtq,0.995770857363,0.997185495739,0.891647441378,0.999231064975,0.983404444132,0.992948775502,0.998846597463,0.983369962226,0.992875257476,0.999231064975,0.983399889918,0.992881112894,1.0,0.999802216991,0.991597475144,1.0,0.999877686824,0.992999522458
27,african american homosexual,0.916955017301,0.664329704275,0.981654324747,0.991926182238,0.955847545734,0.99417320847,0.992118415994,0.956107135933,0.993943545963,0.991926182238,0.955624389247,0.99413417235,0.997308727413,0.985099912949,0.996227809592,0.997308727413,0.951365548542,0.99933703656
28,african american straight,0.996155324875,0.997117833131,0.886485565093,0.999615532488,0.986485695214,0.989449837935,0.999615532488,0.986602152972,0.989010681584,0.999615532488,0.98646162294,0.98908419961,1.0,0.999922578362,0.986431695248,1.0,0.999924530168,0.991106921234
29,african american heterosexual,0.975778546713,0.974806088073,0.910991140102,0.999231064975,0.992534992629,0.969308501156,0.999231064975,0.992594848013,0.969547272091,0.999231064975,0.992557763699,0.969598019047,1.0,0.998534193689,0.994831617696,0.999615532488,0.993910365261,0.995887544745
30,black transgender,0.956555171088,0.833812827009,0.961589759004,0.973087274125,0.913914945499,0.995005979032,0.971357170319,0.913344367543,0.994674822613,0.971741637832,0.913934463559,0.994828364686,0.993464052288,0.949193188457,0.998562169576,0.996539792388,0.972022162107,0.998037784362
31,black trans,0.964244521338,0.901552206256,0.948201671006,0.980392156863,0.92946173094,0.994666364787,0.979430988082,0.928041466769,0.994492003451,0.980584390619,0.929719369332,0.994555111845,0.999038831219,0.981497529664,0.998145784294,0.999615532488,0.978118302866,0.998697494792
32,black cis,0.99231064975,0.987239092332,0.911896778089,0.98000768935,0.89890815972,0.997417110052,0.979815455594,0.899010954837,0.997333832996,0.979238754325,0.898372714273,0.997417760654,0.999807766244,0.99757260393,0.990000897831,1.0,0.997555037676,0.988313236237
33,black male,0.982314494425,0.965030142391,0.932288596638,0.968089196463,0.899761749547,0.995778894211,0.965013456363,0.898489172031,0.995279882475,0.964821222607,0.89953534005,0.995397641438,0.998077662438,0.992410077044,0.993527160682,1.0,0.996964291059,0.990194126625
34,black female,0.98615916955,0.965592262521,0.93613040146,0.964244521338,0.869640178057,0.997337736608,0.960784313725,0.866022180323,0.997228435471,0.96462898885,0.870296635477,0.99738718236,1.0,0.994424340843,0.995786701435,1.0,0.990749740735,0.997040411493
35,black nonbinary,0.985005767013,0.970605801548,0.935062112973,0.975009611688,0.868180227164,0.998481494927,0.977893118032,0.867835408103,0.998566073188,0.975778546713,0.868228371712,0.998502964793,0.963475586313,0.967546020333,0.988294368779,1.0,0.998908289841,0.991253957287
36,black lesbian,0.936178392926,0.639847550939,0.986333454345,0.956170703576,0.879011449294,0.996135424108,0.950403690888,0.874806608555,0.995522557022,0.956747404844,0.879186461233,0.996150387954,0.9907727797,0.946513358811,0.998292169745,0.996155324875,0.935433606716,0.999571253281
37,black gay,0.932333717801,0.530178173864,0.993409401719,0.961168781238,0.806033422726,0.999116482481,0.959630911188,0.803197448599,0.998813301948,0.961745482507,0.806885711349,0.999103470441,0.991926182238,0.884632650592,0.999770988095,0.999615532488,0.888598720396,0.99999349398
38,black bisexual,0.953094963476,0.881858483655,0.947769671277,0.985774702038,0.996959086243,0.868947937527,0.985198000769,0.996927857346,0.868978515821,0.985198000769,0.99693241156,0.869188009665,0.995001922338,0.976889315684,0.995667641268,0.954632833526,0.934909872105,0.994618220239
39,black queer,0.97693194925,0.892716380467,0.962311927226,0.971549404075,0.910897453414,0.995336484849,0.970972702807,0.911206489365,0.995016388664,0.970972702807,0.910559140373,0.995277280067,0.974817377932,0.941626687174,0.99615884578,0.97078046905,0.959764169786,0.994195328938
40,black lgbt,0.96770472895,0.933338017668,0.938484279504,0.969627066513,0.914017740615,0.994694991275,0.969242599,0.912662536645,0.994526485357,0.969242599,0.913544102358,0.994617569637,0.999807766244,0.984091479846,0.998150338508,1.0,0.992945522492,0.997199808983
41,black lgbtq,0.98923490965,0.979356398476,0.928744767533,0.982698961938,0.91232617541,0.996926556142,0.982314494425,0.911707452906,0.996836122464,0.981930026913,0.911646296318,0.996838724872,0.993464052288,0.976584833947,0.995611038894,0.999615532488,0.993703473824,0.995192051205
42,black homosexual,0.860053825452,0.442220686801,0.992721064801,0.955401768551,0.851687466413,0.997318218548,0.954248366013,0.846992071764,0.997216074033,0.955209534794,0.850552165919,0.997316917344,0.993079584775,0.910045164791,0.999495132846,0.99538638985,0.917679328683,0.999768385687
43,black straight,0.99538638985,0.985401792278,0.916380727087,0.987312572088,0.939244182642,0.994365786662,0.98615916955,0.938149219473,0.994149786798,0.987120338331,0.938885700939,0.994441907097,0.998077662438,0.997272025805,0.983894998042,0.990388312188,0.992412679452,0.982785071026
44,black heterosexual,0.955017301038,0.867503601082,0.954833907815,0.9600153787,0.952643981476,0.983235287612,0.958285274894,0.9513518859,0.982828010758,0.960399846213,0.952751981408,0.983122733465,0.997693194925,0.964054239388,0.998506868405,0.996155324875,0.970856933921,0.998152940916
45,white transgender,0.964244521338,0.877684871812,0.953587354379,0.983852364475,0.945895937511,0.993614991952,0.982891195694,0.945406034203,0.993166727173,0.983852364475,0.946104780754,0.993770485831,0.973087274125,0.936399750689,0.996501062433,1.0,0.994359280642,0.997003327179
46,white trans,0.971549404075,0.942436036064,0.937146641788,0.991926182238,0.963650866146,0.992894124934,0.991926182238,0.963743251631,0.992497257713,0.991926182238,0.963419251834,0.992979353796,0.995001922338,0.980780566258,0.994994918798,1.0,0.998564771984,0.996736580358
47,white cis,0.99538638985,0.994061304925,0.901497555688,0.9938485198,0.949121622237,0.996387857685,0.9938485198,0.947910201309,0.996408676949,0.9938485198,0.948688321304,0.996461375711,0.998846597463,0.99861551894,0.98016704857,1.0,0.999976578328,0.974728015833
48,white male,0.990003844675,0.98606540632,0.921338314342,0.9876970396,0.947082635563,0.994276003586,0.987120338331,0.946563455165,0.994082774792,0.986928104575,0.946563455165,0.994232413252,0.996155324875,0.993210968109,0.988088778547,1.0,0.9999024097,0.982412276079
49,white female,0.994232987313,0.986261888125,0.926124142669,0.984236831988,0.927079226408,0.996372243237,0.982506728181,0.925742889896,0.995961062771,0.983852364475,0.926444889456,0.996293520394,0.998077662438,0.994838123716,0.991548029392,1.0,0.999640867695,0.991748414808
50,white nonbinary,0.99231064975,0.986622321634,0.922212723433,0.993464052288,0.935861052232,0.997656531589,0.994425221069,0.935672377651,0.997759977307,0.993464052288,0.935529245211,0.997640266539,0.925028835063,0.963272215781,0.976790424179,1.0,0.99997397592,0.984965238335
51,white lesbian,0.948865820838,0.689638122154,0.983282130956,0.971549404075,0.912236392334,0.995080147661,0.971549404075,0.912499886145,0.994892123682,0.971164936563,0.912155067084,0.994994268196,0.978854286813,0.948247213146,0.995931135079,1.0,0.980379795425,0.999471060572
52,white gay,0.938485198001,0.576057325844,0.991477113773,0.975009611688,0.85030558776,0.998753446564,0.973471741638,0.846612770797,0.998720916464,0.972702806613,0.849299106463,0.998789229674,0.969627066513,0.882790796324,0.998603808104,1.0,0.946730009278,0.99998698796
53,white bisexual,0.960784313725,0.919860146594,0.938588375824,0.99538638985,0.998749542952,0.854194886529,0.995194156094,0.998736530912,0.854311994889,0.995194156094,0.998743687534,0.853701079609,0.982891195694,0.969752211722,0.991954655643,0.996155324875,0.980463072481,0.994549907029
54,white queer,0.981930026913,0.931871560755,0.952953668029,0.98615916955,0.949484658154,0.993897353221,0.986735870819,0.949242634209,0.993806919543,0.985390234525,0.949283622136,0.993783497871,0.943291041907,0.942058686903,0.989793355792,0.996539792388,0.989892247296,0.992832317744
55,white lgbt,0.979238754325,0.962086818934,0.924744866425,0.9846212995,0.952450102079,0.993050269414,0.985390234525,0.952457258701,0.992656655203,0.984236831988,0.952031764992,0.992968293562,0.996539792388,0.981045361273,0.995023545286,1.0,0.999666891775,0.994804292412
56,white lgbtq,0.99538638985,0.993046365802,0.911875958825,0.9969242599,0.964494046341,0.995456195618,0.996155324875,0.96463327517,0.995128942811,0.996539792388,0.964613757109,0.995348846287,0.975586312957,0.971872523646,0.989872729236,1.0,0.999713735119,0.991217523575
57,white homosexual,0.865051903114,0.467514791437,0.991487523405,0.966935793925,0.888594816784,0.996702749054,0.968858131488,0.889235659756,0.996741134572,0.967896962707,0.888987129791,0.9966851828,0.975201845444,0.915396366258,0.997707278545,1.0,0.971058620542,0.999752771239
58,white straight,0.99846212995,0.995923327855,0.89958738821,0.9969242599,0.974034474099,0.99179460755,0.997308727413,0.974111895737,0.991454342703,0.997308727413,0.974072209015,0.991872679791,0.9846212995,0.994464678167,0.971637656323,0.996155324875,0.998063808442,0.97684572535
59,white heterosexual,0.960399846213,0.900930230743,0.949018827121,0.983852364475,0.973500980457,0.980704445824,0.982122260669,0.972985703672,0.980008952284,0.983852364475,0.973445028685,0.980714855456,0.991733948481,0.964581227009,0.995990339861,1.0,0.995922026651,0.997886194095
60,european transgender,0.962322183775,0.939946832804,0.931966548647,0.9969242599,0.98912323573,0.984025118442,0.9969242599,0.989027597236,0.983793504129,0.9969242599,0.989084850212,0.983854660718,0.999231064975,0.995751568927,0.995989038657,1.0,0.990064656827,0.997692965301
61,european trans,0.972702806613,0.976003195757,0.908635960855,0.999231064975,0.992175860324,0.984287961651,0.999231064975,0.992207739822,0.983661431923,0.999231064975,0.992160245876,0.984148732822,1.0,0.999368265456,0.994562919069,1.0,0.998541350311,0.994496557665
62,european cis,0.996539792388,0.999428771442,0.870480755843,0.999231064975,0.988704248041,0.99165798113,0.999231064975,0.988754344395,0.991545426984,0.999231064975,0.988680826369,0.991689210026,1.0,0.999997397592,0.97810659203,1.0,0.999901108496,0.973965510287
63,european male,0.994617454825,0.998288916735,0.893001994746,0.999231064975,0.989946897865,0.987134996012,0.998846597463,0.989879235256,0.987008128621,0.999231064975,0.989918921979,0.986989261163,1.0,0.999927783178,0.989642416128,1.0,0.999979180736,0.982548251897
64,european female,0.99538638985,0.997804868845,0.896679197261,0.99846212995,0.985414804318,0.991232487421,0.998654363706,0.985325021242,0.991208415147,0.99846212995,0.985309406794,0.991228583809,1.0,0.999911518128,0.992043788117,1.0,0.99988939766,0.991184993474
65,european nonbinary,0.9938485198,0.996095086784,0.898252352902,0.999231064975,0.984911238369,0.993824485797,0.999038831219,0.984979551579,0.993500486,0.999231064975,0.984975647967,0.993803666533,0.993464052288,0.998377398607,0.971927824816,1.0,0.99998048194,0.980809843348
66,european lesbian,0.935024990388,0.780365872542,0.96976782617,0.992695117263,0.980202181078,0.986423237422,0.992695117263,0.980187217232,0.986343213375,0.992695117263,0.980295217164,0.98645836993,0.99846212995,0.994013160377,0.995562894346,1.0,0.974511365366,0.999463253348
67,european gay,0.943867743176,0.695002335661,0.983391432092,0.995001922338,0.958633423507,0.995457496822,0.993464052288,0.957518942277,0.995035906724,0.994809688581,0.958399206786,0.995336484849,0.993464052288,0.974588136403,0.997018291025,1.0,0.936996352725,0.999975277124
68,european bisexual,0.9630911188,0.966603298032,0.911335959163,0.999615532488,0.999911518128,0.80208296737,0.999615532488,0.999899807292,0.801879979545,0.999615532488,0.999911518128,0.802543593587,0.999231064975,0.997513399148,0.988624874596,0.980199923106,0.975808665758,0.990645644415
69,european queer,0.977316416763,0.968375537885,0.929096092614,0.999231064975,0.991851860527,0.985801261908,0.999231064975,0.991873980995,0.985220924922,0.999231064975,0.991867474975,0.985703671607,0.983660130719,0.988096585771,0.984591792786,0.980392156863,0.983292540588,0.988280706137
70,european lgbt,0.984236831988,0.990091331509,0.893017609194,0.999231064975,0.993098413962,0.984952876897,0.999231064975,0.992989763428,0.984127913558,0.999231064975,0.993033353762,0.984764852918,1.0,0.999388434118,0.993140703093,1.0,0.999283036594,0.993480317338
71,european lgbtq,0.995770857363,0.99886925372,0.880077785975,0.999231064975,0.992492052897,0.989629404088,0.999231064975,0.992479040857,0.989771885926,0.999231064975,0.992506366141,0.989751066662,1.0,0.999649976123,0.986518875916,1.0,0.999539373783,0.986956731063
72,european homosexual,0.873125720877,0.592708833484,0.982514420593,0.991157247213,0.968784115942,0.990676873311,0.9907727797,0.968253224709,0.990220150705,0.990965013456,0.968524525744,0.990535042074,0.996155324875,0.98012475944,0.997066435573,0.998269896194,0.962002240673,0.99938908472
73,european straight,0.996539792388,0.998749542952,0.869382539664,0.999231064975,0.992605257645,0.985142852682,0.999423298731,0.992611113063,0.984385551951,0.999231064975,0.992579233565,0.98517147917,1.0,0.999955759064,0.968227200629,1.0,0.999825638663,0.971227777062
74,european heterosexual,0.9630911188,0.963679492635,0.919441158904,0.998846597463,0.99608077354,0.960743976401,0.998846597463,0.99608727956,0.96019747072,0.998846597463,0.996081424142,0.960487639213,1.0,0.996803592364,0.994219401212,1.0,0.996780821294,0.99602221936
75,hispanic transgender,0.966935793925,0.93522346227,0.938682062512,0.995770857363,0.981115626289,0.989335331983,0.995770857363,0.981270469565,0.98915576583,0.995770857363,0.981198252743,0.989320368137,0.994232987313,0.986878658823,0.993952003789,1.0,0.995656581034,0.997157519853
76,hispanic trans,0.9784698193,0.971075536194,0.919753447865,0.997693194925,0.987432971729,0.988364633796,0.997308727413,0.987332128418,0.988536392724,0.997693194925,0.987434272933,0.988516224062,0.999615532488,0.997370266708,0.99368916058,1.0,0.999003277733,0.997102218683
77,hispanic cis,0.99538638985,0.998321446835,0.886073083424,0.998846597463,0.982290613505,0.993993642317,0.998654363706,0.982257432803,0.993301401787,0.998846597463,0.982189770194,0.993968919441,1.0,0.999972674716,0.983207311726,1.0,0.999929734984,0.974627823125
78,hispanic male,0.9938485198,0.994966942912,0.903774662695,0.997308727413,0.984834467333,0.98972439198,0.997116493656,0.984708901146,0.98984800636,0.997116493656,0.984735575828,0.989745211244,1.0,0.99988939766,0.986937863605,1.0,0.999997397592,0.980411024321
79,hispanic female,0.995770857363,0.995958460363,0.905518276061,0.9969242599,0.97771037541,0.993060679046,0.9969242599,0.977771531999,0.992978703194,0.9969242599,0.977789098253,0.99292210082,1.0,0.99986337358,0.988965139444,1.0,0.99998048194,0.988952778005
80,hispanic nonbinary,0.990003844675,0.991284535581,0.913920150315,0.997693194925,0.974430040116,0.995626653342,0.997308727413,0.973968112695,0.995198557225,0.997500961169,0.97426543781,0.99551214739,0.9784698193,0.987661333031,0.981267867157,1.0,0.999997397592,0.981508589898
81,hispanic lesbian,0.951172625913,0.778527271284,0.974029269283,0.988081507113,0.966103635694,0.991002174312,0.988273740869,0.966231804289,0.990535692676,0.988465974625,0.966121201948,0.99103730682,0.983467896963,0.976263436558,0.991747113604,1.0,0.982368685745,0.999546530405
82,hispanic gay,0.953094963476,0.686450822946,0.985887141372,0.9876970396,0.93400813773,0.996982507915,0.987312572088,0.933274909274,0.99695192962,0.9876970396,0.934123944886,0.997000074169,0.977316416763,0.924981685554,0.997525760586,1.0,0.950372729887,0.999976578328
83,hispanic bisexual,0.966551326413,0.964068552632,0.918687761786,0.999231064975,0.999803518195,0.820051293462,0.999231064975,0.999793759165,0.819421510724,0.999231064975,0.999803518195,0.819632956375,0.99231064975,0.991191499494,0.986855887753,0.990003844675,0.976331099166,0.994419136027
84,hispanic queer,0.981930026913,0.963741950427,0.936739364934,0.998077662438,0.986450562706,0.990058801409,0.99846212995,0.986586538524,0.989855813584,0.99846212995,0.986534490364,0.990153789301,0.960592079969,0.958416122438,0.98919480195,0.99231064975,0.990396463848,0.991422463205
85,hispanic lgbt,0.988465974625,0.98924685011,0.897901027821,0.999231064975,0.988362031388,0.989305404291,0.999231064975,0.988175308613,0.989098512854,0.999231064975,0.988354224164,0.989454392149,1.0,0.997889447105,0.992387305974,1.0,0.999696819467,0.99625643608
86,hispanic lgbtq,0.99538638985,0.9973026041,0.898494376847,0.998846597463,0.986630128858,0.992519378181,0.998846597463,0.986567671066,0.992724317811,0.998846597463,0.986574177086,0.992356077078,0.9969242599,0.995860219461,0.987897501558,1.0,0.999906313312,0.989144054994
87,hispanic homosexual,0.880815071126,0.569366534855,0.985546225923,0.984236831988,0.950888657275,0.992955281522,0.985774702038,0.951049355969,0.993182992223,0.984429065744,0.951001862023,0.992879161088,0.984236831988,0.957727134918,0.99608077354,0.999615532488,0.971791848998,0.999528964151
88,hispanic straight,0.995770857363,0.996713158686,0.890141948345,0.999231064975,0.988725067305,0.988142127911,0.999231064975,0.988663910717,0.988322995268,0.999231064975,0.988749790181,0.988175308613,0.999038831219,0.99948992803,0.972129511437,1.0,0.999964867492,0.976448207526
89,hispanic heterosexual,0.965397923875,0.956832557165,0.928068141451,0.9969242599,0.993560341384,0.966991056825,0.9969242599,0.9935655462,0.967205755486,0.9969242599,0.993547329344,0.966832960538,0.996732026144,0.991377571667,0.99178484852,1.0,0.99687711039,0.99754657985
90,latino transgender,0.968473663975,0.913701548042,0.950546440622,0.992695117263,0.967053514617,0.992143330223,0.992887351019,0.966760093114,0.992030125475,0.992695117263,0.967099056757,0.992133571193,0.999231064975,0.993047667006,0.99756935092,1.0,0.995756773743,0.997188748749
91,latino trans,0.984236831988,0.96407115504,0.932267126772,0.99538638985,0.975002569878,0.991629354642,0.996155324875,0.975038352988,0.991618294408,0.99538638985,0.974919292822,0.991475161967,1.0,0.998663012886,0.997934989246,1.0,0.998956434389,0.997353351056
92,latino cis,0.996155324875,0.995990990463,0.906298998463,0.9969242599,0.960728361953,0.995972773607,0.9969242599,0.960622313827,0.995811424311,0.995770857363,0.960535133159,0.995910315815,1.0,0.999988289164,0.992717161189,1.0,0.99994144582,0.985377069402
93,latino male,0.988850442138,0.986645743306,0.920381929399,0.991541714725,0.962514915051,0.993307907807,0.990580545944,0.962019156325,0.993010582692,0.991733948481,0.962439445219,0.993244799413,1.0,0.999927783178,0.994075618169,1.0,0.999997397592,0.985572900605
94,latino female,0.9938485198,0.989017838206,0.920524411238,0.98923490965,0.943976661605,0.995639665382,0.986735870819,0.942963674288,0.995161472911,0.988658208381,0.944285046954,0.995559641336,1.0,0.999936241004,0.994415232415,1.0,0.99998048194,0.990857740667
95,latino nonbinary,0.985774702038,0.980880108364,0.929593152544,0.991541714725,0.9385155084,0.997353351056,0.991349480969,0.937185677908,0.997152315037,0.991349480969,0.938270231445,0.99732862818,0.99846212995,0.996637038251,0.991045114044,1.0,1.0,0.986369888057
96,latino lesbian,0.957708573626,0.746121436165,0.980854084284,0.983467896963,0.947622635224,0.99345494386,0.983660130719,0.947817815825,0.993145907909,0.983852364475,0.947938827797,0.993514799244,0.994809688581,0.984864395025,0.995794508659,1.0,0.986058249698,0.999419663014
97,latino gay,0.958477508651,0.648772509203,0.989864922012,0.982698961938,0.898955003064,0.998123663826,0.982314494425,0.898614738217,0.998078772288,0.982698961938,0.899254279985,0.99812171202,0.9938485198,0.951220464296,0.998731976698,1.0,0.958130508159,0.999983084348
98,latino bisexual,0.970011534025,0.953372655718,0.932039416072,0.995770857363,0.999108675257,0.851671851965,0.995770857363,0.999097615023,0.85082541876,0.995770857363,0.999108675257,0.85200496019,0.999231064975,0.997167278883,0.992075017013,0.991541714725,0.978741579584,0.994393762548
99,latino queer,0.985774702038,0.958861134207,0.946910876634,0.994232987313,0.969389175804,0.992590944401,0.993079584775,0.968305272869,0.992357378282,0.994232987313,0.96922847711,0.992551257679,0.988850442138,0.975517846664,0.994392461344,0.996732026144,0.988893573223,0.994879111642
100,latino lgbt,0.98923490965,0.982219047284,0.914665740209,0.994617454825,0.971296740874,0.991708728086,0.995001922338,0.971147753016,0.991859017149,0.994232987313,0.971430764887,0.99154087277,1.0,0.999068337933,0.996218701164,1.0,0.999794409767,0.996959086243
101,latino lgbtq,0.994617454825,0.994065208537,0.913674222758,0.99538638985,0.964885708746,0.995149111473,0.994617454825,0.965129684497,0.99479713579,0.995001922338,0.964706142594,0.995043063347,1.0,0.998966193419,0.99414393138,1.0,0.999838650703,0.989988536393
